objectid,monitoring_location_identifier,organization_formal,monitoring_location,latitude,longitude,Date,start_time,start_timezone,depth,depth_height_unit,characteristic,sample_fraction,sea_water_temperature,uom,note,x,y
487980,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,01:00:00,UTC,1.86,m,Temperature,,29.1,deg C,,-9468647.1121,3461804.4264
487981,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,01:15:00,UTC,1.86,m,Temperature,,29.1,deg C,,-9468647.1121,3461804.4264
487982,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,01:30:00,UTC,1.85,m,Temperature,,29.0,deg C,,-9468647.1121,3461804.4264
487983,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,01:45:00,UTC,1.84,m,Temperature,,29.1,deg C,,-9468647.1121,3461804.4264
487984,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,02:00:00,UTC,1.83,m,Temperature,,28.9,deg C,,-9468647.1121,3461804.4264
487985,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,02:15:00,UTC,1.85,m,Temperature,,28.9,deg C,,-9468647.1121,3461804.4264
487986,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,02:30:00,UTC,1.84,m,Temperature,,28.8,deg C,,-9468647.1121,3461804.4264
487987,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,02:45:00,UTC,1.85,m,Temperature,,28.8,deg C,,-9468647.1121,3461804.4264
487988,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,03:00:00,UTC,1.86,m,Temperature,,28.8,deg C,,-9468647.1121,3461804.4264
487989,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,03:15:00,UTC,1.88,m,Temperature,,28.8,deg C,,-9468647.1121,3461804.4264
487990,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,03:30:00,UTC,1.89,m,Temperature,,28.7,deg C,,-9468647.1121,3461804.4264
487991,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,03:45:00,UTC,1.89,m,Temperature,,28.7,deg C,,-9468647.1121,3461804.4264
487992,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,04:00:00,UTC,1.9,m,Temperature,,28.7,deg C,,-9468647.1121,3461804.4264
487993,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,04:15:00,UTC,1.92,m,Temperature,,28.7,deg C,,-9468647.1121,3461804.4264
487994,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,04:30:00,UTC,1.92,m,Temperature,,28.8,deg C,,-9468647.1121,3461804.4264
487995,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,04:45:00,UTC,1.94,m,Temperature,,28.8,deg C,,-9468647.1121,3461804.4264
487996,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,05:00:00,UTC,1.96,m,Temperature,,28.8,deg C,,-9468647.1121,3461804.4264
487997,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,05:15:00,UTC,1.98,m,Temperature,,28.8,deg C,,-9468647.1121,3461804.4264
487998,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,05:30:00,UTC,2.0,m,Temperature,,28.8,deg C,,-9468647.1121,3461804.4264
487999,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,05:45:00,UTC,2.03,m,Temperature,,28.8,deg C,,-9468647.1121,3461804.4264
488000,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,06:00:00,UTC,2.03,m,Temperature,,28.8,deg C,,-9468647.1121,3461804.4264
488001,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,06:15:00,UTC,2.06,m,Temperature,,28.8,deg C,,-9468647.1121,3461804.4264
488002,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,06:30:00,UTC,2.08,m,Temperature,,28.8,deg C,,-9468647.1121,3461804.4264
488003,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,06:45:00,UTC,2.1,m,Temperature,,28.8,deg C,,-9468647.1121,3461804.4264
488004,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,07:00:00,UTC,2.11,m,Temperature,,28.8,deg C,,-9468647.1121,3461804.4264
488005,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,07:15:00,UTC,2.11,m,Temperature,,28.8,deg C,,-9468647.1121,3461804.4264
488006,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,07:30:00,UTC,2.11,m,Temperature,,28.8,deg C,,-9468647.1121,3461804.4264
488007,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,07:45:00,UTC,2.11,m,Temperature,,28.7,deg C,,-9468647.1121,3461804.4264
488008,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,08:00:00,UTC,2.12,m,Temperature,,28.7,deg C,,-9468647.1121,3461804.4264
488009,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,08:15:00,UTC,2.11,m,Temperature,,28.7,deg C,,-9468647.1121,3461804.4264
488010,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,08:30:00,UTC,2.11,m,Temperature,,28.7,deg C,,-9468647.1121,3461804.4264
488011,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,08:45:00,UTC,2.12,m,Temperature,,28.6,deg C,,-9468647.1121,3461804.4264
488012,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,09:00:00,UTC,2.12,m,Temperature,,28.6,deg C,,-9468647.1121,3461804.4264
488013,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,09:15:00,UTC,2.1,m,Temperature,,28.6,deg C,,-9468647.1121,3461804.4264
488014,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,09:30:00,UTC,2.09,m,Temperature,,28.6,deg C,,-9468647.1121,3461804.4264
488015,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,09:45:00,UTC,2.09,m,Temperature,,28.6,deg C,,-9468647.1121,3461804.4264
488016,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,10:00:00,UTC,2.09,m,Temperature,,28.8,deg C,,-9468647.1121,3461804.4264
488017,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,10:15:00,UTC,2.08,m,Temperature,,28.8,deg C,,-9468647.1121,3461804.4264
488018,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,10:30:00,UTC,2.07,m,Temperature,,28.7,deg C,,-9468647.1121,3461804.4264
488019,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,10:45:00,UTC,2.07,m,Temperature,,28.7,deg C,,-9468647.1121,3461804.4264
488020,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,11:00:00,UTC,2.05,m,Temperature,,28.8,deg C,,-9468647.1121,3461804.4264
488021,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,11:15:00,UTC,2.04,m,Temperature,,28.9,deg C,,-9468647.1121,3461804.4264
488022,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,11:30:00,UTC,2.03,m,Temperature,,28.8,deg C,,-9468647.1121,3461804.4264
488023,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,11:45:00,UTC,2.03,m,Temperature,,28.7,deg C,,-9468647.1121,3461804.4264
488024,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,12:00:00,UTC,2.01,m,Temperature,,28.7,deg C,,-9468647.1121,3461804.4264
488025,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,12:15:00,UTC,2.0,m,Temperature,,28.7,deg C,,-9468647.1121,3461804.4264
488026,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,12:30:00,UTC,2.0,m,Temperature,,28.7,deg C,,-9468647.1121,3461804.4264
488027,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,12:45:00,UTC,1.99,m,Temperature,,28.7,deg C,,-9468647.1121,3461804.4264
488028,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,13:00:00,UTC,1.99,m,Temperature,,28.7,deg C,,-9468647.1121,3461804.4264
488029,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,13:15:00,UTC,2.0,m,Temperature,,28.7,deg C,,-9468647.1121,3461804.4264
488030,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,13:30:00,UTC,1.99,m,Temperature,,28.6,deg C,,-9468647.1121,3461804.4264
488031,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,13:45:00,UTC,2.0,m,Temperature,,28.6,deg C,,-9468647.1121,3461804.4264
488032,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,14:00:00,UTC,2.0,m,Temperature,,28.6,deg C,,-9468647.1121,3461804.4264
488033,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,14:15:00,UTC,2.01,m,Temperature,,28.5,deg C,,-9468647.1121,3461804.4264
488034,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,14:30:00,UTC,2.01,m,Temperature,,28.5,deg C,,-9468647.1121,3461804.4264
488035,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,14:45:00,UTC,2.02,m,Temperature,,28.5,deg C,,-9468647.1121,3461804.4264
488036,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,15:00:00,UTC,2.02,m,Temperature,,28.5,deg C,,-9468647.1121,3461804.4264
488037,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,15:15:00,UTC,2.02,m,Temperature,,28.5,deg C,,-9468647.1121,3461804.4264
488038,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,15:30:00,UTC,2.05,m,Temperature,,28.6,deg C,,-9468647.1121,3461804.4264
488039,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,15:45:00,UTC,2.06,m,Temperature,,28.6,deg C,,-9468647.1121,3461804.4264
488040,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,16:00:00,UTC,2.07,m,Temperature,,28.6,deg C,,-9468647.1121,3461804.4264
488041,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,16:15:00,UTC,2.1,m,Temperature,,28.6,deg C,,-9468647.1121,3461804.4264
488042,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,16:30:00,UTC,2.1,m,Temperature,,28.6,deg C,,-9468647.1121,3461804.4264
488043,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,16:45:00,UTC,2.12,m,Temperature,,28.7,deg C,,-9468647.1121,3461804.4264
488044,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,17:00:00,UTC,2.12,m,Temperature,,28.7,deg C,,-9468647.1121,3461804.4264
488045,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,17:15:00,UTC,2.13,m,Temperature,,28.7,deg C,,-9468647.1121,3461804.4264
488046,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,17:30:00,UTC,2.15,m,Temperature,,28.7,deg C,,-9468647.1121,3461804.4264
488047,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,17:45:00,UTC,2.15,m,Temperature,,28.9,deg C,,-9468647.1121,3461804.4264
488048,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,18:00:00,UTC,2.15,m,Temperature,,29.1,deg C,,-9468647.1121,3461804.4264
488049,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,18:15:00,UTC,2.16,m,Temperature,,29.2,deg C,,-9468647.1121,3461804.4264
488050,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,18:30:00,UTC,2.16,m,Temperature,,29.4,deg C,,-9468647.1121,3461804.4264
488051,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,18:45:00,UTC,2.15,m,Temperature,,29.3,deg C,,-9468647.1121,3461804.4264
488052,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,19:00:00,UTC,2.14,m,Temperature,,29.3,deg C,,-9468647.1121,3461804.4264
488053,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,19:15:00,UTC,2.14,m,Temperature,,29.4,deg C,,-9468647.1121,3461804.4264
488054,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,19:30:00,UTC,2.13,m,Temperature,,29.4,deg C,,-9468647.1121,3461804.4264
488055,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,19:45:00,UTC,2.11,m,Temperature,,29.4,deg C,,-9468647.1121,3461804.4264
488056,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,20:00:00,UTC,2.1,m,Temperature,,29.3,deg C,,-9468647.1121,3461804.4264
488057,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,20:15:00,UTC,2.09,m,Temperature,,29.2,deg C,,-9468647.1121,3461804.4264
488058,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,20:30:00,UTC,2.08,m,Temperature,,29.5,deg C,,-9468647.1121,3461804.4264
488059,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,20:45:00,UTC,2.06,m,Temperature,,29.2,deg C,,-9468647.1121,3461804.4264
488060,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,21:00:00,UTC,2.04,m,Temperature,,29.2,deg C,,-9468647.1121,3461804.4264
488061,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,21:15:00,UTC,2.02,m,Temperature,,29.2,deg C,,-9468647.1121,3461804.4264
488062,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,21:30:00,UTC,2.0,m,Temperature,,29.2,deg C,,-9468647.1121,3461804.4264
488063,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,21:45:00,UTC,1.97,m,Temperature,,29.2,deg C,,-9468647.1121,3461804.4264
488064,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,22:00:00,UTC,1.95,m,Temperature,,29.2,deg C,,-9468647.1121,3461804.4264
488065,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,22:15:00,UTC,1.92,m,Temperature,,29.2,deg C,,-9468647.1121,3461804.4264
488066,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,22:30:00,UTC,1.9,m,Temperature,,29.3,deg C,,-9468647.1121,3461804.4264
488067,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,22:45:00,UTC,1.87,m,Temperature,,29.3,deg C,,-9468647.1121,3461804.4264
488068,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,23:00:00,UTC,1.85,m,Temperature,,29.3,deg C,,-9468647.1121,3461804.4264
488069,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,23:15:00,UTC,1.82,m,Temperature,,29.3,deg C,,-9468647.1121,3461804.4264
488070,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,23:30:00,UTC,1.8,m,Temperature,,29.3,deg C,,-9468647.1121,3461804.4264
488071,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2008-09-13,23:45:00,UTC,1.78,m,Temperature,,29.4,deg C,,-9468647.1121,3461804.4264
626696,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,00:00:00,UTC,1.53,m,Temperature,,22.4,deg C,,-9468647.1121,3461804.4264
626697,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,00:15:00,UTC,1.53,m,Temperature,,22.4,deg C,,-9468647.1121,3461804.4264
626698,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,00:30:00,UTC,1.57,m,Temperature,,22.4,deg C,,-9468647.1121,3461804.4264
626699,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,00:45:00,UTC,1.57,m,Temperature,,22.3,deg C,,-9468647.1121,3461804.4264
626700,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,01:00:00,UTC,1.59,m,Temperature,,22.3,deg C,,-9468647.1121,3461804.4264
626701,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,01:15:00,UTC,1.61,m,Temperature,,22.3,deg C,,-9468647.1121,3461804.4264
626702,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,01:30:00,UTC,1.68,m,Temperature,,22.2,deg C,,-9468647.1121,3461804.4264
626703,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,01:45:00,UTC,1.7,m,Temperature,,22.2,deg C,,-9468647.1121,3461804.4264
626704,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,02:00:00,UTC,1.73,m,Temperature,,22.2,deg C,,-9468647.1121,3461804.4264
626705,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,02:15:00,UTC,1.78,m,Temperature,,22.2,deg C,,-9468647.1121,3461804.4264
626706,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,02:30:00,UTC,1.82,m,Temperature,,22.2,deg C,,-9468647.1121,3461804.4264
626707,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,02:45:00,UTC,1.84,m,Temperature,,22.2,deg C,,-9468647.1121,3461804.4264
626708,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,03:00:00,UTC,1.9,m,Temperature,,22.2,deg C,,-9468647.1121,3461804.4264
626709,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,03:15:00,UTC,1.93,m,Temperature,,22.2,deg C,,-9468647.1121,3461804.4264
626710,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,03:30:00,UTC,1.95,m,Temperature,,22.1,deg C,,-9468647.1121,3461804.4264
626711,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,03:45:00,UTC,2.01,m,Temperature,,22.1,deg C,,-9468647.1121,3461804.4264
626712,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,04:00:00,UTC,2.03,m,Temperature,,22.1,deg C,,-9468647.1121,3461804.4264
626713,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,04:15:00,UTC,2.07,m,Temperature,,22.2,deg C,,-9468647.1121,3461804.4264
626714,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,04:30:00,UTC,2.1,m,Temperature,,22.2,deg C,,-9468647.1121,3461804.4264
626715,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,04:45:00,UTC,2.1,m,Temperature,,22.2,deg C,,-9468647.1121,3461804.4264
626716,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,05:00:00,UTC,2.16,m,Temperature,,22.1,deg C,,-9468647.1121,3461804.4264
626717,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,05:15:00,UTC,2.18,m,Temperature,,22.2,deg C,,-9468647.1121,3461804.4264
626718,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,05:30:00,UTC,2.23,m,Temperature,,22.2,deg C,,-9468647.1121,3461804.4264
626719,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,05:45:00,UTC,2.25,m,Temperature,,22.2,deg C,,-9468647.1121,3461804.4264
626720,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,06:00:00,UTC,2.31,m,Temperature,,22.2,deg C,,-9468647.1121,3461804.4264
626721,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,06:15:00,UTC,2.3,m,Temperature,,22.2,deg C,,-9468647.1121,3461804.4264
626722,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,06:30:00,UTC,2.45,m,Temperature,,22.2,deg C,,-9468647.1121,3461804.4264
626723,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,06:45:00,UTC,2.35,m,Temperature,,22.2,deg C,,-9468647.1121,3461804.4264
626724,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,07:00:00,UTC,2.35,m,Temperature,,22.2,deg C,,-9468647.1121,3461804.4264
626725,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,07:15:00,UTC,2.4,m,Temperature,,22.2,deg C,,-9468647.1121,3461804.4264
626726,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,07:30:00,UTC,2.41,m,Temperature,,22.2,deg C,,-9468647.1121,3461804.4264
626727,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,07:45:00,UTC,2.43,m,Temperature,,22.1,deg C,,-9468647.1121,3461804.4264
626728,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,08:00:00,UTC,2.44,m,Temperature,,22.1,deg C,,-9468647.1121,3461804.4264
626729,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,08:15:00,UTC,2.48,m,Temperature,,22.1,deg C,,-9468647.1121,3461804.4264
626730,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,08:30:00,UTC,2.48,m,Temperature,,22.1,deg C,,-9468647.1121,3461804.4264
626731,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,08:45:00,UTC,2.38,m,Temperature,,22.1,deg C,,-9468647.1121,3461804.4264
626732,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,09:00:00,UTC,2.51,m,Temperature,,22.1,deg C,,-9468647.1121,3461804.4264
626733,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,09:15:00,UTC,2.34,m,Temperature,,22.1,deg C,,-9468647.1121,3461804.4264
626734,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,09:30:00,UTC,2.53,m,Temperature,,22.1,deg C,,-9468647.1121,3461804.4264
626735,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,09:45:00,UTC,2.54,m,Temperature,,22.1,deg C,,-9468647.1121,3461804.4264
626736,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,10:00:00,UTC,2.45,m,Temperature,,22.1,deg C,,-9468647.1121,3461804.4264
626737,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,10:15:00,UTC,2.53,m,Temperature,,22.1,deg C,,-9468647.1121,3461804.4264
626738,apadbwq,National Estuarine Research Reserve System,Apalachicola Bay Dry Bar,29.6747,-85.0583,2012-08-28,10:30:00,UTC,2.53,m,Temperature,,22.1,deg C,,-9468647.1121,3461804.4264
